날짜,0
2019-08-01,67.0
2019-08-02,60.0
2019-08-03,113.0
2019-08-04,107.0
2019-08-05,59.0
2019-08-06,60.0
2019-08-07,71.0
2019-08-08,74.0
2019-08-09,77.0
2019-08-10,114.0
2019-08-11,104.0
2019-08-12,58.0
2019-08-13,59.0
2019-08-14,55.0
2019-08-15,92.0
2019-08-16,68.0
2019-08-17,105.0
2019-08-18,89.0
2019-08-19,46.0
2019-08-20,65.0
2019-08-21,48.0
2019-08-22,57.0
2019-08-23,50.0
2019-08-24,82.0
2019-08-25,83.0
2019-08-26,36.0
2019-08-27,54.0
2019-08-28,75.0
2019-08-29,42.0
2019-08-30,62.0
2019-08-31,90.0
2019-09-01,121.0
2019-09-02,63.0
2019-09-03,57.0
2019-09-04,67.0
2019-09-05,71.0
2019-09-06,72.0
2019-09-07,149.0
2019-09-08,84.0
2019-09-09,53.0
2019-09-10,63.0
2019-09-11,61.0
2019-09-12,83.0
2019-09-13,21.0
2019-09-14,69.0
2019-09-15,84.0
2019-09-16,56.0
2019-09-17,54.0
2019-09-18,60.0
2019-09-19,41.0
2019-09-20,66.0
2019-09-21,109.0
2019-09-22,117.0
2019-09-23,56.0
2019-09-24,53.0
2019-09-25,59.0
2019-09-26,72.0
2019-09-27,241.0
2019-09-28,315.0
2019-09-29,296.0
2019-09-30,201.0
2019-10-01,203.0
2019-10-02,226.0
2019-10-03,316.0
2019-10-04,254.0
2019-10-05,285.0
2019-10-06,250.0
2019-10-07,260.0
2019-10-08,171.0
2019-10-09,283.0
2019-10-10,110.0
2019-10-11,57.0
2019-10-12,96.0
2019-10-13,83.0
2019-10-14,86.0
2019-10-15,69.0
2019-10-16,68.0
2019-10-17,84.0
2019-10-18,63.0
2019-10-19,116.0
2019-10-20,122.0
2019-10-21,44.0
2019-10-22,49.0
2019-10-23,57.0
2019-10-24,42.0
2019-10-25,55.0
2019-10-26,88.0
2019-10-27,91.0
2019-10-28,70.0
2019-10-29,54.0
2019-10-30,62.0
2019-10-31,64.0
2019-11-01,124.0
2019-11-02,152.0
2019-11-03,142.0
2019-11-04,98.0
2019-11-05,103.0
2019-11-06,92.0
2019-11-07,74.0
2019-11-08,72.0
2019-11-09,90.0
2019-11-10,89.0
2019-11-11,63.0
2019-11-12,59.0
2019-11-13,76.0
2019-11-14,68.0
2019-11-15,105.0
2019-11-16,110.0
2019-11-17,104.0
2019-11-18,68.0
2019-11-19,75.0
2019-11-20,72.0
2019-11-21,65.0
2019-11-22,60.0
2019-11-23,116.0
2019-11-24,107.0
2019-11-25,53.0
2019-11-26,79.0
2019-11-27,78.0
2019-11-28,68.0
2019-11-29,62.0
2019-11-30,131.0
2019-12-01,0.0
2019-12-02,0.0
2019-12-03,68.0
2019-12-04,73.0
2019-12-05,71.0
2019-12-06,76.0
2019-12-07,115.0
2019-12-08,89.0
2019-12-09,72.0
2019-12-10,75.0
2019-12-11,66.0
2019-12-12,74.0
2019-12-13,72.0
2019-12-14,97.0
2019-12-15,115.0
2019-12-16,65.0
2019-12-17,160.0
2019-12-18,79.0
2019-12-19,100.0
2019-12-20,79.0
2019-12-21,108.0
2019-12-22,120.0
2019-12-23,64.0
2019-12-24,82.0
2019-12-25,85.0
2019-12-26,57.0
2019-12-27,89.0
2019-12-28,104.0
2019-12-29,90.0
2019-12-30,78.0
2019-12-31,112.0
2020-01-01,68.0
2020-01-02,59.0
2020-01-03,68.0
2020-01-04,82.0
2020-01-05,85.0
2020-01-06,144.0
2020-01-07,75.0
2020-01-08,64.0
2020-01-09,54.0
2020-01-10,85.0
2020-01-11,103.0
2020-01-12,102.0
2020-01-13,46.0
2020-01-14,67.0
2020-01-15,67.0
2020-01-16,65.0
2020-01-17,69.0
2020-01-18,102.0
2020-01-19,83.0
2020-01-20,59.0
2020-01-21,62.0
2020-01-22,67.0
2020-01-23,66.0
2020-01-24,71.0
2020-01-25,23.0
2020-01-26,56.0
2020-01-27,54.0
2020-01-28,65.0
2020-01-29,64.0
2020-01-30,62.0
2020-01-31,73.0
2020-02-01,114.0
2020-02-02,105.0
2020-02-03,87.0
2020-02-04,91.0
2020-02-05,74.0
2020-02-06,72.0
2020-02-07,101.0
2020-02-08,141.0
2020-02-09,124.0
2020-02-10,88.0
2020-02-11,97.0
2020-02-12,101.0
2020-02-13,103.0
2020-02-14,108.0
2020-02-15,119.0
2020-02-16,121.0
2020-02-17,58.0
2020-02-18,112.0
2020-02-19,85.0
2020-02-20,91.0
2020-02-21,97.0
2020-02-22,119.0
2020-02-23,118.0
2020-02-24,85.0
2020-02-25,107.0
2020-02-26,67.0
2020-02-27,76.0
2020-02-28,120.0
2020-02-29,116.0
2020-03-01,110.0
2020-03-02,74.0
2020-03-03,102.0
2020-03-04,89.0
2020-03-05,90.0
2020-03-06,85.0
2020-03-07,123.0
2020-03-08,97.0
2020-03-09,97.0
2020-03-10,140.0
2020-03-11,88.0
2020-03-12,95.0
2020-03-13,94.0
2020-03-14,135.0
2020-03-15,111.0
2020-03-16,65.0
2020-03-17,80.0
2020-03-18,87.0
2020-03-19,97.0
2020-03-20,92.0
2020-03-21,120.0
2020-03-22,112.0
2020-03-23,81.0
2020-03-24,102.0
2020-03-25,85.0
2020-03-26,80.0
2020-03-27,85.0
2020-03-28,120.0
2020-03-29,108.0
2020-03-30,82.0
2020-03-31,94.0
2020-04-01,84.0
2020-04-02,98.0
2020-04-03,114.0
2020-04-04,124.0
2020-04-05,133.0
2020-04-06,100.0
2020-04-07,74.0
2020-04-08,86.0
2020-04-09,89.0
2020-04-10,85.0
2020-04-11,114.0
2020-04-12,128.0
2020-04-13,88.0
2020-04-14,88.0
2020-04-15,124.0
2020-04-16,80.0
2020-04-17,109.0
2020-04-18,146.0
2020-04-19,170.0
2020-04-20,168.0
2020-04-21,126.0
2020-04-22,115.0
2020-04-23,140.0
2020-04-24,165.0
2020-04-25,173.0
2020-04-26,168.0
2020-04-27,132.0
2020-04-28,82.0
2020-04-29,134.0
2020-04-30,163.0
2020-05-01,163.0
2020-05-02,138.0
2020-05-03,150.0
2020-05-04,157.0
2020-05-05,164.0
2020-05-06,146.0
2020-05-07,147.0
2020-05-08,158.0
2020-05-09,157.0
2020-05-10,182.0
2020-05-11,154.0
2020-05-12,137.0
2020-05-13,122.0
2020-05-14,158.0
2020-05-15,212.0
2020-05-16,204.0
2020-05-17,188.0
2020-05-19,153.0
2020-05-20,150.0
2020-05-21,165.0
2020-05-22,148.0
2020-05-23,209.0
2020-05-24,200.0
2020-05-25,190.0
2020-05-26,158.0
2020-05-27,115.0
2020-05-28,164.0
2020-05-29,163.0
2020-05-30,221.0
2020-05-31,218.0
2020-06-01,155.0
2020-06-02,144.0
2020-06-03,122.0
2020-06-04,145.0
2020-06-05,145.0
2020-06-06,225.0
2020-06-07,173.0
2020-06-08,164.0
2020-06-09,188.0
2020-06-10,160.0
2020-06-11,186.0
2020-06-12,174.0
2020-06-13,253.0
2020-06-14,249.0
2020-06-15,174.0
2020-06-16,159.0
2020-06-17,147.0
2020-06-18,143.0
2020-06-19,184.0
2020-06-20,243.0
2020-06-21,244.0
2020-06-22,186.0
2020-06-23,173.0
2020-06-24,154.0
2020-06-25,153.0
2020-06-26,179.0
2020-06-27,220.0
2020-06-28,242.0
2020-06-29,140.0
2020-06-30,191.0
2020-07-01,123.0
2020-07-02,115.0
2020-07-03,166.0
2020-07-04,197.0
2020-07-05,211.0
2020-07-06,170.0
2020-07-07,157.0
2020-07-08,129.0
2020-07-09,143.0
2020-07-10,157.0
2020-07-11,212.0
2020-07-12,196.0
2020-07-13,173.0
2020-07-14,117.0
2020-07-15,120.0
2020-07-16,167.0
2020-07-17,165.0
2020-07-18,211.0
2020-07-19,234.0
2020-07-20,159.0
2020-07-21,149.0
2020-07-22,173.0
2020-07-23,137.0
2020-07-24,131.0
2020-07-25,178.0
2020-07-26,186.0
2020-07-27,165.0
2020-07-28,171.0
2020-07-29,136.0
2020-07-30,147.0
2020-07-31,157.0
2020-08-01,239.0
2020-08-02,221.0
2020-08-03,213.0
2020-08-04,181.0
2020-08-05,129.0
2020-08-06,150.0
2020-08-07,188.0
2020-08-08,210.0
2020-08-09,214.0
2020-08-10,176.0
2020-08-11,180.0
2020-08-12,149.0
2020-08-13,150.0
2020-08-14,180.0
2020-08-15,218.0
2020-08-16,223.0
2020-08-17,200.0
2020-08-18,186.0
2020-08-19,172.0
2020-08-20,218.0
2020-08-21,185.0
2020-08-22,295.0
2020-08-23,255.0
2020-08-24,199.0
2020-08-25,229.0
2020-08-26,209.0
2020-08-27,202.0
2020-08-28,269.0
2020-08-29,296.0
2020-08-30,254.0
2020-08-31,227.0
2020-09-01,226.0
2020-09-02,226.0
2020-09-03,262.0
2020-09-04,246.0
2020-09-05,265.0
2020-09-06,239.0
2020-09-07,239.0
2020-09-08,236.0
2020-09-09,206.0
2020-09-10,223.0
2020-09-11,240.0
2020-09-12,231.0
2020-09-13,229.0
2020-09-14,175.0
2020-09-15,199.0
2020-09-16,177.0
2020-09-17,142.0
2020-09-18,209.0
2020-09-19,217.0
2020-09-20,211.0
2020-09-21,176.0
2020-09-22,9.0
2020-09-23,9.0
2020-09-24,9.0
2020-09-25,6.0
2020-09-26,0.0
2020-09-27,251.0
2020-09-28,161.0
2020-09-29,226.0
2020-09-30,224.0
2020-10-01,79.0
2020-10-02,234.0
2020-10-03,201.0
2020-10-04,226.0
2020-10-05,211.0
2020-10-06,253.0
2020-10-07,197.0
2020-10-08,200.0
2020-10-09,304.0
2020-10-10,246.0
2020-10-11,270.0
2020-10-12,173.0
2020-10-13,239.0
2020-10-14,215.0
2020-10-15,230.0
2020-10-16,215.0
2020-10-17,306.0
2020-10-18,0.0
2020-10-19,188.0
2020-10-20,222.0
2020-10-21,155.0
2020-10-22,191.0
2020-10-23,205.0
2020-10-24,292.0
2020-10-25,285.0
2020-10-26,182.0
2020-10-27,187.0
2020-10-28,133.0
2020-10-29,186.0
2020-10-30,221.0
2020-10-31,273.0
2020-11-01,250.0
2020-11-02,175.0
2020-11-03,210.0
